Starting tests...
acl_userdir(_alpha0, r, r, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, rwx, rwx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, rwx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, rwx, r, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, r, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, rwx, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, r, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, r, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, rwx, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, rwx, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, r, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, r, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, rwx, r, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, r, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, r, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, rwx, r, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, r, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, r, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, rwx, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, rw, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rw, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rw, r) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, rwx, rw, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rw, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, rw, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rw, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rw, rx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rw, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, rw, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rw, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rw, w) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, rw, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, rw, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rw, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rw, wx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, rw, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, rw, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rw, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rw, x) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, rx, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rx, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, rwx, rx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, rx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, rx, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rx, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, rx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, rx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, rx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, rx, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rx, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, rwx, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, rwx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, rwx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, w, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, w, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, w, r) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, rwx, w, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, w, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, w, rw) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, w, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, w, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, w, rx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, w, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, w, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, w, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, w, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, w, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, w, wx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, w, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, w, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, w, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, w, x) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, rwx, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, wx, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, wx, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, wx, r) -> (1, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, rwx, wx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, wx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, wx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, wx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, wx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, wx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, wx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, wx, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, wx, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, wx, w) -> (1, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, wx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, wx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, wx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, wx, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, wx, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, wx, x) -> (1, 0, 0) OK
acl_userdir(_alpha3, rwx, rwx, wx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, x, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, x, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, x, r) -> (1, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, x, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, rwx, x, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, x, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, x, rw) -> (1, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, x, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, x, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, x, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, x, rx) -> (1, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, x, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, rwx, x, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, x, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, x, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, x, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, x, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, x, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, rwx, x, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, x, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, x, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, rwx, x, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, rwx, x, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, rwx, rwx, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha3, rwx, rwx, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, w, r, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, r, r) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, w, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, w, r, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, r, rw) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, w, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, w, r, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, r, rx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, w, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, w, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, r, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, w, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, w, r, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, r, w) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, w, r, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, w, r, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, r, wx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, w, r, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, w, r, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, r, x) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha3, rwx, w, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, w, rw, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rw, r) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rw, r) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, w, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, w, rw, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rw, rw) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, w, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, w, rw, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rw, rx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rw, rx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, w, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, w, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rw, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rw, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, w, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, w, rw, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rw, w) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rw, w) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, w, rw, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, w, rw, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rw, wx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rw, wx) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, w, rw, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, w, rw, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rw, x) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rw, x) -> (0, 0, 1) OK
acl_userdir(_alpha3, rwx, w, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, w, rx, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rx, r) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, w, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, w, rx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rx, rw) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, w, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, w, rx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rx, rx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, w, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, w, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rx, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, w, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, w, rx, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rx, w) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, w, rx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, w, rx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rx, wx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, w, rx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, w, rx, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rx, x) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha3, rwx, w, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, w, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rwx, r) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, w, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, w, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rwx, rw) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, w, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, w, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rwx, rx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, w, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, w, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rwx, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, w, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, w, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rwx, w) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, w, rwx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, w, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rwx, wx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, w, rwx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, w, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, rwx, x) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha3, rwx, w, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, w, w, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, w, r) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, w, r) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, w, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, w, w, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, w, rw) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, w, rw) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, w, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, w, w, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, w, rx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, w, rx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, w, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, w, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, w, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, w, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, w, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, w, w, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, w, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, rwx, w, w, wx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, w, wx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, w, wx) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, w, w, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, rwx, w, w, x) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, w, x) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, w, x) -> (1, 0, 1) OK
acl_userdir(_alpha3, rwx, w, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, rwx, w, wx, r) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, wx, r) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, wx, r) -> (1, 0, 0) OK
acl_userdir(_alpha3, rwx, w, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, rwx, w, wx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, wx, rw) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, wx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha3, rwx, w, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, rwx, w, wx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, wx, rx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, wx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha3, rwx, w, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, rwx, w, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, wx, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha2, rwx, w, wx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha3, rwx, w, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, rwx, w, wx, w) -> (0, 0, 0) OK
acl_userdir(_alpha1, rwx, w, wx, w) -> (1, 0, 1) OK
